id,label,mail
278,1,"Subject: re : fbw , attention smallcap stox players .
kathrine hayden ,
homeland defense report
identifying defense and security stocks ready to explode
look at the moves made by our last 2 hot picks .
mrkl . 45 to 1 . 32 in 2 days , up 193 %
ugho . 54 to 3 . 53 in 2 days , up 553 %
grab this hot defense stock and cash in on a big stock dividend .
homeland security technology , inc . otc - hstj
immediate buy - huge news plus a 30 % stock dividend
current price . 013
target price for sept . 30 . 085
first it was gold , then oil , now homeland security is the explosive
sector turning savvy stock players into millionaires . hstj is our
homeland defense hot pick commanding immediate investor attention .
hstj is an extremely undervalued player in the hottest market sector
while simultaneously declaring a stock dividend of 30 % . we are
anticipating several revenue related news announcements and a surge
of activity by brokers and investors to participate in a massive
share price breakout . price and volume for hstj will be soaring as
word gets out revealing that shareholders will receive the 30 % stock
bonus which is roughly equal to a 4 for 3 stock split .
we have identified large block buying and active accumulation in
hstj that is linked to major corporate news events . hstj supplies
military combat gear for the us armed forces and was formed for this
purpose by highly decorated military leaders . not surprisingly , hstj
has experienced a strong increase in monthly orders . keep watch for
an expanded product line as hinted by the company in recent press in
conjunction with additional orders .
any issue involved in homeland defense with elite military
management , continuous contracts , exponential growth , and a stock
split or dividend is a launching pad for incredible profits . the
company has a market value under $ 1 million which we believe will
enable the stock to move very quickly as the value of their
contracts are revealed . we expect the 30 % stock dividend to create
an added frenzy by investors loading up before hstj goes through the
roof .
certain statements contained in this newsletter may be
future - looking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may be
identified by such terms as expect , believe , may , will , and
intend or similar terms . we are not a register ed invest ment
expert or a broker dealer . this is not an offer to buy or sell
securities . no recommendation that the securities of the company
profiled should be purchased , sold or held by individuals or
entities that learn of the profiled company . this is an independent
electronic publication that was paid ten thousand dollars by a third
party for the preparation of this company information . be advised
that investments in small - cap companies are considered to be
high - risk and use of the information provided is for reading
purposes only . if anyone decides to act as an investor they are
advised not to invest without the proper advisement from a
registered financial broker . if any party decides to participate as
an investor then it will be that investor ' s sole risk . be advised
that the purchase of such high - risk securities may result in the
loss of some or all of the investment . the publisher of this
newsletter makes no claims as to the accuracy or the completeness of
the company profile . investors should not rely solely on the
information presented . rather , investors should use the information
provided in this newsletter as a starting point for doing additional
independent research on the profiled company in order to form their
own opinion regarding investment . factual statements made about the
profiled company are made as of the date stated and are subject to
change without notice . investing in micro - cap securities is highly
speculative and carries an extremely high degree of risk . it is
possible that an investor ' s entire investment may be lost or
impaired due to the speculative nature of the company profiled . all
information provided about the profiled company has been obtained
from publicly available sources which may include the company ' s web
site , public filings , company press releases and informational web
sites provided by the actual exchanges where small - cap stocks are
traded .
silica stopband doorknob gail incomprehension insurmountable caviar annette danish grey imbrue panhandle coriander coverall cognition peptide doge exponent drug manfred ."
279,1,"Subject: hi paliourg need discount meds ? for you we got all . frederic lbwua sora
hi paliourg ,
we are your online source for obtaining original branded prescription medications and works in partnership with the leaders in licensed wholesale drug sales and dispensing .
valium 10 mg - [ 60 pills $ 279 . 99 ] [ 90 pills $ 329 . 99 ] [ 120 pills $ 369 . 99 ]
xanax 1 mg - [ 30 pills $ 169 . 00 ] [ 60 pills $ 229 . 00 ] [ 90 pills $ 269 . 00 ] [ 120 pills $ 309 . 99 ]
vicodin ( hydrocodone / apapl 0 mg / 500 mg ) - [ 30 pills $ 159 . 99 ] [ 60 pills $ 249 . 99 ] [ 90 pills $ 319 . 99 ] [ 90 pills $ 289 . 99 ] [ 60 pills $ 289 . 99 ]
viagra 50 mg [ 20 pills $ 99 . 99 ] [ 40 pills $ 149 . 99 ] [ 120 pills $ 269 . 99 ] [ 200 pills $ 349 . 99 ]
viagra 100 mg [ 20 pills $ 119 . 99 ] [ 40 pills $ 179 . 99 ] [ 120 pills $ 349 . 99 ] [ 200 pills $ 449 . 99 ]
carisoprodol ( soma ) [ 60 pills $ 79 . 99 ] [ 90 pills $ 99 . 99 ]
phentermine 15 mg [ 60 pills $ 139 . 00 ] [ 180 pills $ 249 . 00 ]
adipex 37 . 5 mg [ 30 pills $ 149 . 00 ] [ 90 pills $ 299 . 00 ] [ 60 pills $ 229 . 00 ]
tramadol 50 mg [ 30 pills $ 89 . 00 ] [ 90 pills $ 149 . 00 ] [ 60 pills $ 129 . 00 ]
ambien 5 mg [ 30 pills $ 149 . 00 ] [ 60 pills $ 249 . 00 ]
butalbital apap w / caffeine ( fioricet ) [ 30 pills - $ 99 . 00 ] [ 60 pills - $ 159 . 00 ] [ 90 pills - $ 189 . 00 ]
also available :
men ' s health : super viagra ( cialis ) , viagra
weight loss : adipex , ionamin , meridia , phentermine , tenuate , xenical
muscle relaxants : cyclobenzaprine , flexeril , soma , skelaxin , zanaflex
pain relief : celebrex , esgic plus , flextra , tramadol , fioricet , ultram , ativan , vicodin , vioxx , zebutal
men ' s health : cialis , levitra , propecia , viagra
women ' s health : diflucan , ortho evra patch , ortho tri cyclen , triphasil , vaniqa
sexual health : acyclovir , famvir , levitra , valtrex , viagra
anti - depressants : bupropion hcl , wellbutrin sr , valium , xanax , prozac , paxil
anxiety : buspar
quit smoking : zyban
we actually stock the drugs .
because you can add more to your life . shop now . we ship to any country in the world
please copy and paste this link into your browser lifelovehealth . biz
best regards ,
eugene bland
"
280,0,"Subject: cornhusker for sept
i was informed by nancy stivers at tenaska that rich hill with enron called
tenaska and requested that they continue to handle the nominations and
accounting for cornhusker through september . have you heard this ?"
281,1,"Subject: anderson
jeromy
"
282,0,"Subject: united salt quote
daren / dave -
sorry i didn ' t get this out yesterday . give me a call if you have any
questions .
- unitedsalt 8022 . xls"
283,0,"Subject: re : unresolved issues for jan 1 . - followup
mandey and the rest of the group ,
please take the initiative to get these things done . i am counting on you
and the others ( seniors in the group )
to get these things done . we have 6 seniors in this group and i expect
things to get accomplished . i am not
a babysitter . lets get this job done or i will find people who want to get
it done . how about some team work
here ! ! ! ! ! pat
mandy mackinnon @ ect
01 / 11 / 2000 07 : 38 pm
to : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect
cc :
subject : unresolved issues for jan 1 . - followup
here is a followup to the memo sent on 12 / 31 / 99 . fyi
enron field services - has not been nominated since september 99 . have we
stopped doing business on this pipe ? ( just an fyi - ? ) do we need to get
this assigned ? i can find old
notes and try to get this pathed if necessary . someone just needs to let
me know . unresolved - appears to be unassigned ?
lavaca expense transport - this is offsystem gas that hplc transports for
ena . ena has no nom at meter 1000 in pops for jan 1 . unresolved
midcon texas pipeline - there were deals left unpathed for jan 1 ( and
dec ? ) . i brokered and nominated the obvious but we seem to have 10 , 000 with
transport contract to move this gas on and no sale to broker to . as it
stands , it looks like we have a long position . who is this assigned to ? i
thought carlos was handling this one , but i could be wrong . unresolved
channel industries pipeline - several issues here :
1 . all deals with the exception of the long term transport expense were left
unpathed for jan 1 . i viewed prior month transactions and pathed
appropriately . someone
needs to review for accuracy . also , there were deals that went to zero ,
that were nominated for january . resolved but needs to be verified .
2 . we still do not have enough supply to meet our sales requirement . this
issue has been left unsresolved since october 99 . volume management cannot
allocate was is
not pathed and nominated . unresolved or unpathed ?
3 . there is a transaction for january that is once again not on our point
specific transport contracts . ( rec mtr 1 - 6366 10 , 000 to del mtr 2 - 6203
10 , 000 ) . this is a pathed pipeline . we have no rate . we need to know the
rate and whether one of the expense contracts needs to be amended for this
transaction , we are not legally covered . carlos was handling this pipe in
dec . who is this assigned to for jan ? unresolved
hpl operational - this shipper on hpl has been left unpathed for december
and january 1 . who is this assigned to ? this can wait until we get back
next week . if it is left unresolved , i will get it pathed when i return .
i haven ' t had time to do this yet . if we haven ' t figured out the assignement
then i will get to it asap ."
284,0,"Subject: enron actuals for december 5 , 2000
teco tap 110 . 000 / hpl iferc ; 12 . 500 / enron
ls hpl lsk ic 40 . 000 / enron"
285,0,"Subject: final version
rohm & haas has been added and the sale for union carbide for april has been added ."
286,0,"Subject: txu noms . for 3 / 14 / 01
( see attached file : hplno 314 . xls )
- hplno 314 . xls"
287,0,"Subject: hpl nom for february 15 , 2001
( see attached file : hplno 215 . xls )
- hplno 215 . xls"
288,0,"Subject: hpl nom for april 4 , 2001
( see attached file : hplno 404 . xls )
- hplno 404 . xls"
289,0,"Subject: hpl nom for march 30 , 2001
( see attached file : hplno 330 . xls )
- hplno 330 . xls"
290,0,"Subject: re : ces deal summary
ami ,
please add rhonda robinson and howard camp to the list . the items i would
like addressed are as follows :
vm - allocations :
1 . list of meters and allocation structures - callouts , swings , etc .
2 . listing of external meter contacts
3 . copies of expense contracts
4 . overview of the transactions - this may not be accomodatable in this
meeting , but an overview of some of the transactions , i . e . from deal to
settlements
5 . ensure all expense contracts are set up
6 . discussion of any impact to any of the major industrial customers , i . e .
entex , equistar , hl & p
vm - transport
1 . imbalances
2 . # of shippers , contracts , invoices
3 . any special transactions that need to be handled via the settlements
process
4 . copies of contracts
5 . customer contact listing for each account
i realize that all of these things may not be addressed in this meeting , but
they have to be answered by someone very soon in order for vm to do our
jobs . hopefully , if the ces representative cannot answer the questions , he
can direct me to someone who can and quickly . let me know if you have any
questions . thanks for your role in this meeting .
from : ami chokshi @ enron 01 / 20 / 2000 10 : 06 am
to : brenda f herod / hou / ect @ ect , dscottl @ . com , daren j
farmer / hou / ect @ ect , rita wynne / hou / ect @ ect , lisa csikos / hou / ect @ ect , pat
clynes / corp / enron @ enron , eric bass / hou / ect @ ect
cc : yvette g connevey / corp / enron @ enron , pamela chambers / corp / enron @ enron
subject : ces deal summary
the meeting has been time has been changed to 11 : 30 am - 1 : 00 pm . please let me
know if you ' ll be able to attend and / or if there will be any others
attending , so we can have an accurate head count for lunch .
ami
3 - 9272
the following meeting is to discuss the new deals that have come to the texas
desk from ces
topic : ces deals summary
date : friday , january 21
time : 2 : 00 pm - 3 : 00 pm
location : 3749
please e - mail me prior to friday with any specific questions that you may
want to address .
thank you ,
ami
3 - 9272"
291,1,"Subject: she ' ll enjoy this .
"
292,0,"Subject: big cowboy / gepl actuals for february
thu ,
we have an ongoing issue every month between what we nominate from gepl into hgpl and on to king ranch ( flows into hgpl at meter 8284 ) and what is in the system as purchase gas upstream of the meter . the volume has been anywhere from 6 , 000 to 10 , 000 / day over the nomination for at least the past six months . would you please fax the meter statements from gepl for february so that i can try to determine which meters are flowing over what is nominated and verify that we have deals in the system for each offsystem meter . should you require a more specific listing , i have tom ' s schematic of the area .
thank you for your time . should you require any further information , please do not hesitate to contact me .
mary"
